main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0002-0742-7694,W1869302814,Hamilton Saturated Hypergraphs of Essentially Minimum Size,2013.0,2013-05-09,https://doi.org/10.37236/2484,article,4,The Electronic Journal of Combinatorics,Limits and Structures in Graph Theory; graph theory and CDMA systems; Advanced Graph Theory Research,Andrzej Żak,0000-0002-3657-1417,1,"For $1\leq \ell&lt; k$, an $\ell$-overlapping cycle is a $k$-uniform hypergraph in which, for some cyclic vertex ordering, every edge consists of $k$ consecutive vertices and every two consecutive edges share exactly $\ell$ vertices. A $k$-uniform hypergraph $H$ is $\ell$-Hamiltonian saturated, $1\le \ell\le k-1$, if $H$ does not contain an $\ell$-overlapping Hamiltonian cycle $C^{(k)}_n(\ell)$ but every hypergraph obtained from $H$ by adding one more edge does contain $C^{(k)}_n(\ell)$. Let $sat(n,k,\ell)$ be the smallest number of edges in an $\ell$-Hamiltonian saturated $k$-uniform hypergraph on $n$ vertices. Clark and Entringer proved in 1983 that $sat(n,2,1)=\lceil \tfrac{3n}2\rceil$ and the second author showed recently that $sat(n,k,k-1)=\Theta(n^{k-1})$ for every $k\ge2$. In this paper we prove that $sat(n,k,\ell)=\Theta(n^{\ell})$ for $\ell=1$ as well as for all $k\ge5$ and $\ell\ge0.8k$.",Hypergraph; Combinatorics; Mathematics; Hamiltonian (control theory); Vertex (graph theory); Hamiltonian path; Graph
0000-0002-0742-7694,W2157279120,A PEER REVIEWED ONLINE COMPUTATIONAL MODELING FRAMEWORK,2011.0,2011-08-06,https://doi.org/10.24908/pceea.v0i0.3752,article,4,Proceedings of the Canadian Engineering Education Association (CEEA),Simulation Techniques and Applications; Model-Driven Software Engineering Techniques; Scientific Computing and Data Management,,,0,"Along with theory and experimentation, computational simulation has become the third pillar of scientific discovery. While in industry computational modeling has seen application at an enterprise-wide level in the context of Model-Based Design, in academia models are typically still limited to isolated use by specialists. Once a project is completed, the intellectual property embodied by the model is lost. To harness the effort spent, a networked repository is proposed that stores peer-reviewed models. These models are evaluated whether they adhere to a set of quality requirements so they capture intrinsic value. This would facilitate the type of multi-disciplinary collaboration that is required to engineer the systems that have emerged and that continue to gain in importance. This work puts forward an outline of such a peer-reviewed online repository.",Computer science; Context (archaeology); Data science; Set (abstract data type); Computational model; Intellectual property; Embodied cognition; Work (physics); Discipline; Pillar; Knowledge management; Engineering; Simulation; Artificial intelligence
0000-0002-0742-7694,W2162949881,Boundary scan as a test solution in microelectronics curricula,2003.0,2003-06-25,https://doi.org/10.1109/delta.2002.994617,article,4,,Experimental Learning in Engineering; VLSI and Analog Circuit Testing; Integrated Circuits and Semiconductor Failure Analysis,,,0,"Despite the importance of testing, most curricula in microelectronic systems are centered around design activities with marginal treatment of the testing phase. One explanation may be related to a high cost of Automated Test Equipment (ATE) and the lack of MOSIS-like testing infrastructure. Boundary scan provides an economical and hence attractive solution to the testing gap in education. The paper describes a philosophy and experience from the curriculum implemented at the University of New Hampshire (UNH). The presented model enables the comparison of testing activities using both classic and boundary scan approaches. For educational purposes, boundary scan testing appears to be sufficient and traditional ATE equipment becomes somewhat redundant.",Boundary scan; Microelectronics; Curriculum; Boundary (topology); Test (biology); Computer science; Design for testing; System testing; Engineering; Reliability engineering; Systems engineering; Software engineering; Electrical engineering; Mathematics; Integrated circuit; Pedagogy; Psychology
0000-0002-0742-7694,W2999695818,Variations on Twins in Permutations,2021.0,2021-07-16,https://doi.org/10.37236/9734,preprint,4,The Electronic Journal of Combinatorics,Limits and Structures in Graph Theory; Algorithms and Data Compression; Bayesian Methods and Mixture Models,Andrzej Dudek; Jarosław Grytczuk,0000-0002-6410-5413; 0000-0002-0258-6143,2,"Let $\pi$ be a permutation of the set $[n]=\{1,2,\dots, n\}$. Two disjoint order-isomorphic subsequences of $\pi$ are called twins. How long twins are contained in every permutation? The well known Erdős-Szekeres theorem implies that there is always a pair of twins of length $\Omega(\sqrt{n})$. On the other hand, by a simple probabilistic argument Gawron proved that for every $n\geqslant 1$ there exist permutations with all twins having length $O(n^{2/3})$. He conjectured that the latter bound is the correct size of the longest twins guaranteed in every permutation. We support this conjecture by showing that almost all permutations contain twins of length $\Omega(n^{2/3}/\log n^{1/3})$. Recently, Bukh and Rudenko have tweaked our proof and removed the log-factor. For completeness, we also present our version of their proof (see Remark 2 below on the interrelation between the two proofs). In addition, we study several variants of the problem with diverse restrictions imposed on the twins. For instance, if we restrict attention to twins avoiding a fixed permutation $\tau$, then the corresponding extremal function equals $\Theta(\sqrt{n})$, provided that $\tau$ is not monotone. In case of block twins (each twin occupies a segment) we prove that it is $(1+o(1))\frac{\log n}{\log\log n}$, while for random permutations it is twice as large. For twins that jointly occupy a segment (tight twins), we prove that for every $n$ there are permutations avoiding them on all segments of length greater than $24$.",Combinatorics; Permutation (music); Conjecture; Mathematics; Disjoint sets; Monotone polygon; Discrete mathematics; Order (exchange); Omega; Random permutation; Block (permutation group theory); Physics
0000-0002-0742-7694,W2060542023,Matchings Meeting Quotas and Their Impact on the Blow-Up Lemma,2001.0,2001-01-01,https://doi.org/10.1137/s0097539700371053,article,3,SIAM Journal on Computing,Limits and Structures in Graph Theory; Advanced Graph Theory Research; Graph theory and applications,,,0,"A bipartite graph G = (U,V;E) is called $\epsilon$-regular if the edge density of every sufficiently large induced subgraph differs from the edge density of G by no more than $\epsilon$. If, in addition, the degree of each vertex in G is between $(d-\epsilon)n$ and $(d+\epsilon)n$, where d is the edge density of G and |U|=|V|=n, then G is called super $(d,\epsilon)$-regular. In [Combinatorica, 19 (1999), pp. 437--452] it was shown that if $S \subset U$ and $T \subset V$ are subsets of vertices in a super-regular bipartite graph G = (U,V;E), and if a perfect matching M of G is chosen randomly, then the number of edges of M that go between the sets S and T is roughly |S||T|/n. In this paper, we derandomize this result using the Erdos--Selfridge method of conditional probabilities. As an application, we give an alternative constructive proof of the blow-up lemma of $\komlos$, $\sarkozy$, and $\szemeredi$ (see [Combinatorica, 17 (1997), pp. 109--123] and [Random Structures Algorithms, 12 (1998), pp. 297--312]).",Combinatorics; Mathematics; Bipartite graph; Lemma (botany); Vertex (graph theory); Constructive proof; Constructive; Matching (statistics); Discrete mathematics; Graph; Statistics
0000-0002-0742-7694,W2078756199,Prescription for Poland: Disruptive innovative e-Health ecosystem for regenerative medicine in Poland,2013.0,2013-09-01,https://doi.org/10.1109/idaacs.2013.6662985,article,3,,Business Strategies and Innovation,M. Miller,0000-0002-1255-2449,1,"Over the last several years, Poland has created a new generation of innovators in emerging industries, such as biomedicine and e-Health, in order to compete globally. The country is now ranked third in the world in production of quality ICT specialists and regenerative medicine initiatives. In order to promote Poland's innovations globally, next generation infrastructure improvements are required that must address state and international concerns in the health care industry. This is the goal of “Prescription for Poland” program initiated by Data Techno Park Ltd., Wroclaw company established for development e-Health infrastructure and technologies. e-Health technologies understood as new medical diagnostic tools and procedures and as advanced patient monitoring systems using sensors and data transmission can become Polish “smart specialization” in new European financing perspective 2014-2020. Identification of smart specialization nationally and regionally as well as focus of support on them will be an ex ante condition for all European countries if Cohesion Fund will be spend for innovation and development programmes.",Medical prescription; Ecosystem; Regenerative medicine; Business; Medicine; Pharmacology; Ecology; Stem cell
0000-0002-0742-7694,W2157189500,Self-timed triple-rail MOS current mode logic pipeline for power-on-demand design,2005.0,2005-01-01,https://doi.org/10.1109/mwscas.2005.1594371,article,3,,Low-power high-performance VLSI design; Parallel Computing and Optimization Techniques; Advancements in PLL and VCO Technologies,J. F. McDonald; Tong Zhang,0000-0003-1058-6845; 0000-0002-0557-7090,2,"This paper presents an approach to address the high static power consumption problem of the MOS current mode logic (MCML) by integrating MCML with self-timed pipelines. We develop a new MCML style, called triple-rail MOS current mode logic (Tr-MCML), that supports seamless integration with a self-timed pipeline. A look-ahead self-timed Tr-MCML pipeline architecture is designed to realize the data-driven power-on-demand operation to reduce the static power consumption while maintaining the high-speed property of MCML. This design approach is particularly desirable for latency-critical digital systems that solely rely on high-speed circuit design to improve performance. We use ripple carry adders as a test vehicle to demonstrate the significant improvement on the energy-delay product (EDP) compared with conventional MCML design.",Computer science; Current-mode logic; Pipeline (software); Embedded system; Frugality; Latency (audio); Logic synthesis; Electronic engineering; Logic gate; Computer architecture; Computer hardware; Engineering; Telecommunications
0000-0002-0742-7694,W2539444025,Integrated visualization and analysis of threats for marine and coastal regions via a Web-based GIS,2010.0,2010-11-01,https://doi.org/10.1109/wssc.2010.5730283,article,3,,Geographic Information Systems Studies; Advanced Computational Techniques and Applications; Data Management and Algorithms,A. Stepnowski; Marcin Kulawiak; Andrzej Chybicki,0000-0001-8355-6220; 0000-0002-9124-5358; 0000-0002-8005-3705,3,"The paper presents a Web-Based Geographic Information System for integration, visualization and analysis of data on terrorist, ecological and natural threats. The system uses Open Source solutions like the GeoServer internet map server and the OpenLayers Javascript GIS client library to provide easily accessible and up-to date information related to a region of interest. The system is composed of modules which provide the following features: (1) blast and chemical attack simulation; (2) creation of hazard distribution maps; (3) analysis of risk propagation. Apart from hazard information, which maybe obtained from the simulation modules as well as inserted manually, the system collects and integrates data from several external sensors. The latter include a satellite ground station, oil spill simulation models, a radar and Automated Identification of Ships (AIS). The open, modular structure of the system allows for easy inclusion of different data sources, such as Multibeam Sonar Systems (MBSS) and echosounder. The paper presents case studies of the system applications for analysis, visualization and mapping of threats in the coastal area of the city of Gdansk, Poland.",Visualization; Geographic information system; Computer science; Hazard map; Data visualization; Web application; The Internet; Identification (biology); Hazard; World Wide Web; Remote sensing; Data mining; Geography
0000-0002-0742-7694,W3095902000,Sandwiching biregular random graphs,2022.0,2022-06-06,https://doi.org/10.1017/s0963548322000049,article,3,Combinatorics Probability Computing,Limits and Structures in Graph Theory; Advanced Graph Theory Research; Graph theory and applications,Tereza Klimošová; Christian Reiher; Matas Šileikis,0000-0002-7766-7298; 0000-0002-1793-3865; 0000-0002-6353-9105,3,"Abstract Let ${\mathbb{G}(n_1,n_2,m)}$ be a uniformly random m -edge subgraph of the complete bipartite graph ${K_{n_1,n_2}}$ with bipartition $(V_1, V_2)$ , where $n_i = |V_i|$ , $i=1,2$ . Given a real number $p \in [0,1]$ such that $d_1 \,{:\!=}\, pn_2$ and $d_2 \,{:\!=}\, pn_1$ are integers, let $\mathbb{R}(n_1,n_2,p)$ be a random subgraph of ${K_{n_1,n_2}}$ with every vertex $v \in V_i$ of degree $d_i$ , $i = 1, 2$ . In this paper we determine sufficient conditions on $n_1,n_2,p$ and m under which one can embed ${\mathbb{G}(n_1,n_2,m)}$ into $\mathbb{R}(n_1,n_2,p)$ and vice versa with probability tending to 1. In particular, in the balanced case $n_1=n_2$ , we show that if $p\gg\log n/n$ and $1 - p \gg \left(\log n/n \right)^{1/4}$ , then for some $m\sim pn^2$ , asymptotically almost surely one can embed ${\mathbb{G}(n_1,n_2,m)}$ into $\mathbb{R}(n_1,n_2,p)$ , while for $p\gg\left(\log^{3} n/n\right)^{1/4}$ and $1-p\gg\log n/n$ the opposite embedding holds. As an extension, we confirm the Kim–Vu Sandwich Conjecture for degrees growing faster than $(n \log n)^{3/4}$ .",Combinatorics; Conjecture; Bipartite graph; Mathematics; Vertex (graph theory); Graph
0000-0002-0742-7694,W2154221027,I-GEMS and Global Security,2008.0,2008-05-01,https://doi.org/10.1109/inftech.2008.4621696,article,2,,Embedded Systems Design Techniques; Smart Grid Security and Resilience,,,0,This paper describes the role of the IEEE Global Education for Microelectronic Systems Initiative (I-GEMS) and its role in the nascent discipline of global security engineering and critical embedded systems engineering. Design for globalization defines the process for developing critical embedded systems in the global era. Our work specializes in systems that perform key monitoring and control functions for critical infrastructure and other applications that demand high levels of reliability.,Computer science; Computer security
0000-0002-0742-7694,W2873161966,Keynote speakers: “Homo Hominus: Vitruvian and dependable cyber society”,2018.0,2018-05-01,https://doi.org/10.1109/dessert.2018.8409087,article,2,"2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT)","Innovation, Sustainability, Human-Machine Systems; Artificial Intelligence Applications; Interdisciplinary Studies: Technology, Society, and Humanities",,,0,"Recently, Grand Challenges such as global water supply and global real time health monitoring are being addressed using state-of-the-art computer and communications technologies. These include such paradigms as: the Internet of Things (IoT), the Internet of Everything (IoE), fifth generation wireless networks (5G), robotics, artificial intelligence (AI) and alike. Following the definition of Christensen, they can individually be classified as disruptive innovation. However, this critical mass of innovations is collectively and synergistically impacting humanity and our behavior in an unprecedented fashion, and as such can be characterized as exponentially disruptive innovation. Homo Hominus© defined in this paper is a Homo Sapiens who possesses surviving and dominating intellectual skills adequate in the era of exponentially disruptive innovation.",Computer science; Astrobiology; Cognitive science; Psychology; Physics
0000-0002-0742-7694,W3112182154,On the Minimum Size of Hamilton Saturated Hypergraphs,2020.0,2020-11-27,https://doi.org/10.37236/8414,article,2,The Electronic Journal of Combinatorics,Limits and Structures in Graph Theory; graph theory and CDMA systems; Advanced Topology and Set Theory,Andrzej Żak,0000-0002-3657-1417,1,"For $1\leq \ell&lt; k$, an $\ell$-overlapping $k$-cycle is a $k$-uniform hypergraph in which, for some cyclic vertex ordering, every edge consists of $k$ consecutive vertices and every two consecutive edges share exactly $\ell$ vertices. A $k$-uniform hypergraph $H$ is $\ell$-hamiltonian saturated if $H$ does not contain an $\ell$-overlapping hamiltonian $k$-cycle but every hypergraph obtained from $H$ by adding one edge does contain such a cycle. Let sat$(N,k,\ell)$ be the smallest number of edges in an $\ell$-hamiltonian saturated $k$-uniform hypergraph on $N$ vertices. In the case of graphs Clark and Entringer showed in 1983 that sat$(N,2,1)=\lceil \tfrac{3N}2\rceil$. The present authors proved that for $k\geq 3$ and $\ell=1$, as well as for all $0.8k\leq \ell\leq k-1$, sat$(N,k,\ell)=\Theta(N^{\ell})$. Here we prove that sat$(N,2\ell,\ell)=\Theta\left(N^\ell\right)$.",Hypergraph; Combinatorics; Mathematics; Hamiltonian (control theory); Hamiltonian path; Vertex (graph theory); Graph
0000-0002-0742-7694,W800727877,Approximate Counting of Matchings in Sparse Uniform Hypergraphs,2013.0,2013-01-07,https://doi.org/10.1137/1.9781611973037.9,article,2,,Markov Chains and Monte Carlo Methods; Stochastic processes and statistical mechanics; Point processes and geometric inequalities,,,0,"In this paper we give a fully polynomial randomized approximation scheme (FPRAS) for the number of matchings in k-uniform hypergraphs whose intersection graphs contain few claws. Our method gives a generalization of the canonical path method of Jerrum and Sinclair to hypergraphs satisfying a local restriction. The proof depends on an application of the Euler tour technique for the canonical paths of the underlying Markov chains. On the other hand, we prove that it is NP-hard to approximate the number of matchings even for the class of 2-regular, linear, k-uniform hypergraphs, for all k ≥ 6, without the above restriction.",Combinatorics; Mathematics; Generalization; Intersection (aeronautics); Discrete mathematics; Class (philosophy); Time complexity; Path (computing); Markov chain; Approximation algorithm; Computer science
0000-0002-0742-7694,W1494190654,Vital Electronics: An application-centric approach to computer engineering and computer science,2010.0,2010-06-28,,article,1,International Conference in Information Technology,Experimental Learning in Engineering,K. Bikonis; Stephen Doran; Douglas C. MacMillan; A. Stepnowski; Jerzy Żurek,0000-0003-4875-1682; 0000-0002-9236-5407; 0000-0003-2573-5049; 0000-0001-8355-6220; 0000-0003-3913-5941,5,"Over the past sixty years of the “Transistor Era,” and increasingly during the integrated circuit “Moore's Law Era,” digital electronics has permeated into every aspect of the modern western lifestyle. However, to date, most embedded computer devices have either been purpose-built at great expense (e.g. ASICs), or the application code has been shoe-horned into general purpose computers designed for spreadsheets and word processing. Vital Electronics is the study and use of electrical components, circuits, networks, and systems to achieve a design goal of protecting, saving, and improving critical infrastructure and hence the quality of life. The paper focuses on the Vital Electronics curriculum aimed at building affordable trustworthy Embedded Systems.",Electronics; Computer science; Digital electronics; Trustworthiness; Quality (philosophy); Software engineering; Embedded system; Systems engineering; Electrical engineering; Electronic circuit; Engineering; Computer security
0000-0002-0742-7694,W2104026469,Parity prediction method for on-line testing of a Barrel-shifter,2008.0,2008-10-01,https://doi.org/10.1109/ewdts.2008.5580162,article,1,,Cybersecurity and Information Systems,Oleksandr Drozd; Svetlana Antoshchuk,0000-0003-2191-6758; 0000-0002-9346-145X,2,"This paper addresses the problem of on-line testing of floating-point computing circuits. The problem is connected with the use of the truncated operations in the part of mantissas processing. The arithmetic shift performed on a Barrel-shifter is the most often used truncated operation. Known approaches to on-line testing of the Barrel-shifter are based on duplication of the truncated operation or on its restoring to a long shift. This makes of the error detection scheme more complex. Known residue checking method, which implements a prior computation of the check results for all causes of a shift reduces the check hardware overhead from square dependence on an operand size to a linear one. However this method requires to perform a series of complex operations for generating and processing of the check codes by modulo. We propose the parity prediction method that significantly simplifies the error detection scheme of a Barrel-shifter by using simple check operations.",Operand; Computer science; Computation; Algorithm; Floating point; Modulo; Parity bit; Overhead (engineering); Lookup table; Computer hardware; Arithmetic; Computer engineering; Mathematics; Discrete mathematics
0000-0002-0742-7694,W2172218222,A mission critical embedded system: A new type FPGA-based digital magnetometer system for space research,2008.0,2008-05-01,https://doi.org/10.1109/inftech.2008.4621599,article,1,,Magnetic Field Sensors Techniques; Inertial Sensor and Navigation; Sensor Technology and Measurement Systems,Hyo‐Min Kim; Muhammad Najam-ul-Islam,0000-0003-0109-0362; 0000-0003-1365-5279,2,"The magnetometer, a sensor system which measures magnetic field intensity and how it varies over time, is commonly used in scientific research and industrial applications. Typically, it consists of a magnetic sensor, analog amplifier and filter circuits. It also contains digital circuits for data acquisition. In our study, we address an issue where there is a number of ground-based magnetometer systems installed in both polar regions and in outer space. Due to the limited accessibility to those regions, installation and maintenance of those systems require high cost and lead time. This study proposes a primary test model of a ground-based magnetometer system for space research using digital signal processing techniques based on field programmable gate array (FPGA) and minimal analog circuits. This FPGA-based design is accessible via an Ethernet based network. Network functions provide communications, data acquisition, system test, and remote system control. This approach includes remote control of system characteristics like frequency response, gain, sampling rate, and sampling resolution. This new design concept will result in timely and less expensive maintenance, ease of access/service, and greater reliability. In addition, this system remotely uses an embedded self-test method which can perform system integrity tests for each separate circuit component.",Field-programmable gate array; Magnetometer; Computer science; Embedded system; Data acquisition; Electronic circuit; Amplifier; Electronic engineering; Computer hardware; Engineering; Electrical engineering; Telecommunications; Bandwidth (computing); Magnetic field
0000-0002-0742-7694,W2517961213,A hierarchy of maximal intersecting triple systems,2017.0,2017-01-01,https://doi.org/10.7494/opmath.2017.37.4.597,preprint,1,Opuscula Mathematica,Limits and Structures in Graph Theory; graph theory and CDMA systems; Advanced Graph Theory Research,Joanna Polcyn,0000-0002-4777-2556,1,"We reach beyond the celebrated theorems of Erdős-Ko-Rado and Hilton-Milner, and, a recent theorem of Han-Kohayakawa, and determine all maximal intersecting triples systems. It turns out that for each $n\ge7$ there are exactly 15 pairwise non-isomorphic such systems (and 13 for $n=6$). We present our result in terms of a hierarchy of Turán numbers $\ex^{(s)}(n, M_2^{3})$, $s\ge1$, where $M_2^{3}$ is a pair of disjoint triples. Moreover, owing to our unified approach, we provide short proofs of the above mentioned results (for triple systems only). The triangle $C_3$ is defined as $C_3=\{\{x_1,y_3,x_2\},\{x_1,y_2,x_3\}, \{x_2,y_1,x_3\}\}$. Along the way we show that the largest intersecting triple system $H$ on $n\ge6$ vertices, which is not a star and is triangle-free, consists of $\max\{10,n\}$ triples. This facilitates our main proof's philosophy which is to assume that $H$ contains a copy of the triangle and analyze how the remaining edges of $H$ intersect that copy.",Combinatorics; Disjoint sets; Triple system; Mathematical proof; Mathematics; Hierarchy; Pigeonhole principle; Pairwise comparison; Discrete mathematics; Geometry
0000-0002-0742-7694,W2929769773,Interaction of airports and landside areas development,2018.0,2018-12-04,https://doi.org/10.26881/etil.2018.76.04,article,1,Transport Economics and Logistics,Aviation Industry Analysis and Trends; transportation and logistics systems; Urbanization and City Planning,Danuta Rucińska,0000-0002-6789-2360,1,"Contemporary airports are the centers of diffusion of global technological achievements and shaping socio-economic relations. As multifunctional transport hubs, they activate the socio-economic potential of space management structures. Increased flows of people, means of transport and investments located around them strengthen the competitiveness of urban areas and their regions. Airports generate jobs and the development of prestigious activities in their environment. Large-scale structures are created around modern airports – landside areas, and they are becoming carriers of targeted development of contemporary space development structures. There are various interactions between the development of airports and related, landside zones, strengthening the development and importance of both structures. The aim of the study is to present the conditions, scope and effects of mutual developmental links between airports and areas surrounding them, including the airport in Gdansk.",Scope (computer science); Scale (ratio); Business; Space (punctuation); Economic geography; Transport engineering; Environmental planning; Regional science; Geography; Engineering; Computer science
0000-0002-0742-7694,W3200491929,Covering the edges of a random hypergraph by cliques,2021.0,2021-01-01,https://doi.org/10.7151/dmgt.2431,article,1,Discussiones Mathematicae Graph Theory,Graph theory and applications,,,0,"We determine the order of magnitude of the minimum clique cover of the edges of a binomial, r-uniform, random hypergraph G(r)(n, p), p fixed. In doing so, we combine the ideas from the proofs of the graph case (r = 2) in Frieze and Reed [Covering the edges of a random graph by cliques, Combinatorica 15 (1995) 489–497] and Guo, Patten, Warnke [Prague dimension of random graphs, manuscript submitted for publication].",Mathematics; Hypergraph; Combinatorics; Discrete mathematics
0000-0002-0742-7694,W4220938179,"Editorial “Green Computing, Monitoring and Assessing of Smart IoT Systems and Components”",2022.0,2022-03-30,https://doi.org/10.47839/ijc.21.1.2521,article,1,International Journal of Computing,IoT and Edge/Fog Computing; Cloud Computing and Resource Management,Vyacheslav Kharchenko; Nikolaos Bardis,0000-0001-5352-077X; 0000-0002-2259-7077,2,"Information and communication technologies and IT-based systems are, on the one side, a mean for energy systems and grids monitoring, control and instrumentation, power low management and safety ensuring. On the other side, IT-based systems, networks and infrastructures are weighty consumers of energy and other resources. The most challengeable IT domains, which can be called energy or power consumption critical, are mobile and Internet of Things (IoT) systems, cloud services, sensor networks.",Internet of Things; Computer science; Cloud computing; Smart grid; Wireless sensor network; Energy management; Computer security; Instrumentation (computer programming); Energy consumption; Power consumption; Management system; Telecommunications; Energy (signal processing); Computer network; Power (physics); Engineering; Electrical engineering; Operating system
0000-0002-0742-7694,W4238065032,A partnership in domestication of rapid prototyping technologies,1990.0,1990-02-01,https://doi.org/10.1145/323410.319062,article,1,,3D IC and TSV technologies; Model-Driven Software Engineering Techniques; Embedded Systems Design Techniques,,,0,"article Free Access Share on A partnership in domestication of rapid prototyping technologies Authors: Andrzej Rucinski Department of Electrical and Computer Engineering, University of New Hampshire, Durham, NH Department of Electrical and Computer Engineering, University of New Hampshire, Durham, NHView Profile , Frank Hludik Department of Electrical and Computer Engineering, University of New Hampshire, Durham, NH Department of Electrical and Computer Engineering, University of New Hampshire, Durham, NHView Profile , John L. Pokoski Department of Electrical and Computer Engineering, University of New Hampshire, Durham, NH Department of Electrical and Computer Engineering, University of New Hampshire, Durham, NHView Profile Authors Info & Claims ACM SIGCSE BulletinVolume 22Issue 1Feb. 1990 pp 1–5https://doi.org/10.1145/319059.319062Published:01 February 1990Publication History 0citation241DownloadsMetricsTotal Citations0Total Downloads241Last 12 Months9Last 6 weeks1 Get Citation AlertsNew Citation Alert added!This alert has been successfully added and will be sent to:You will be notified whenever a record that you have chosen has been cited.To manage your alert preferences, click on the button below.Manage my Alerts New Citation Alert!Please log in to your account Save to BinderSave to BinderCreate a New BinderNameCancelCreateExport CitationPublisher SiteeReaderPDF",Citation; General partnership; Computer science; Library science; Political science
0000-0002-0742-7694,W4300041563,On multicolor Ramsey numbers for loose $k$-paths of length three,2017.0,2017-03-28,,preprint,1,arXiv (Cornell University),Advanced Topology and Set Theory; Limits and Structures in Graph Theory,Tomasz Łuczak; Joanna Polcyn,0000-0002-3517-9034; 0000-0002-4777-2556,2,"We show that there exists an absolute constant $A$ such that for each $k\ge2$ and every coloring of the edges of the complete $k$-uniform hypergraph on $ Ar$ vertices with $r$ colors, one of the color classes contains a loose path of length three.",Hypergraph; Ramsey's theorem; Combinatorics; Constant (computer programming); Mathematics; Path (computing); Path length; Discrete mathematics; Computer science; Physics; Graph; Optics
0000-0002-0742-7694,W4391339224,Twins in ordered hyper-matchings,2024.0,2024-01-30,https://doi.org/10.7151/dmgt.2535,article,1,Discussiones Mathematicae Graph Theory,Game Theory and Voting Systems,Andrzej Dudek; Jarosław Grytczuk,0000-0002-6410-5413; 0000-0002-0258-6143,2,"An ordered r-matching of size n is an r-uniform hypergraph on a linearly ordered set of vertices, consisting of n pairwise disjoint edges. Two ordered r-matchings are isomorphic if there is an order-preserving isomorphism between them. A pair of twins in an ordered r-matching is formed by two vertex disjoint isomorphic sub-matchings. Let t (r) (n) denote the maximum size of twins one may find in every ordered r-matching of size n.",Mathematics; Combinatorics
0000-0002-0742-7694,W560201846,Regular hypergraphs: asymptotic counting and loose Hamilton cycles,2013.0,2013-01-01,https://doi.org/10.1007/978-88-7642-475-5_77,book-chapter,1,Scuola Normale Superiore eBooks,Limits and Structures in Graph Theory; Graph theory and applications; Stochastic processes and statistical mechanics,Andrzej Dudek; Alan Frieze; Matas Šileikis,0000-0002-6410-5413; 0000-0002-8481-5615; 0000-0002-6353-9105,3,"We present results from two papers by the authors on analysis of d-regular k-uniform hypergraphs, when k is fixed and the number n of vertices tends to infinity. The first result is approximate enumeration of such hypergraphs, provided d = d(n) = o(n k), where k = k (k) = 1 for all k ≥ 4, while k(3) = 1/2. The second result is that a random d-regular hypergraph contains as a dense sub-graph the uniform random hypergraph (a generalization of the Erdős-Rényi uniform graph), and, in view of known results, contains a loose Hamilton cycle with probability tending to one.",Hypergraph; Combinatorics; Mathematics; Enumeration; Generalization; Graph; Infinity; Random graph; Discrete mathematics; Complete graph; Mathematical analysis
0000-0002-0742-7694,W3032024222,Commercial (Business) Parks in the Landside Areas - Research and Polemical Approach,2019.0,2019-09-17,https://doi.org/10.26881/etil.2019.83.07,article,1,Transport Economics and Logistics,Aviation Industry Analysis and Trends; transportation and logistics systems; Urban Transport and Accessibility,Danuta Rucińska,0000-0002-6789-2360,1,"According to the forecasts of the development of air traffic in Europe by 2030, it will be doubled. Along with the dynamic development of the industry, branch and its infrastructure, the area around airports is becoming a place of concentration of diversified commercial activity-economic, investment, business, cultural etc. The vicinity of airports, airport-related zones, especially in the immediate vicinity, are convenient roundabouts are convenient locations for commercial (business) parks due to high availability of air transport, supply of land for investment and infrastructure investment for these areas. They are managed from the level of airports as part of their non-aeronautical activities or by entities independent of the airport. The strength of these locations is demonstrated by the activities of airport managers, investors and local government officials whose goal is to attract foreign companies (users of modern real estate in so-called airport towns). The aim of the article is to analyze the development processes of these functional space structures, including those related to the Gdańsk Lech Walesa Airport. Theresearch process uses the methodology developed by ACI (Airport Council International), and some results and opinions are the effect of in-depth studies and author’s experience.",Real estate; Investment (military); Business; Real estate development; Transport engineering; Space (punctuation); Government (linguistics); Air transport; Process (computing); Estate; Finance; Engineering; Political science; Computer science
0000-0002-0742-7694,W2952129371,Large matchings in uniform hypergraphs and the conjectures of Erdos and Samuels,2011.0,2011-07-06,https://doi.org/10.48550/arxiv.1107.1219,preprint,5,arXiv (Cornell University),Limits and Structures in Graph Theory; Advanced Graph Theory Research; Graph theory and applications,Noga Alon; Hao Huang; Benny Sudakov,0000-0003-1332-4883; 0000-0003-3878-3947; 0000-0003-3307-9475,3,"In this paper we study conditions which guarantee the existence of perfect matchings and perfect fractional matchings in uniform hypergraphs. We reduce this problem to an old conjecture by Erdős on estimating the maximum number of edges in a hypergraph when the (fractional) matching number is given, which we are able to solve in some special cases using probabilistic techniques. Based on these results, we obtain some general theorems on the minimum $d$-degree ensuring the existence of perfect (fractional) matchings. In particular, we asymptotically determine the minimum vertex degree which guarantees a perfect matching in 4-uniform and 5-uniform hypergraphs. We also discuss an application to a problem of finding an optimal data allocation in a distributed storage system.",Hypergraph; Mathematics; Conjecture; Combinatorics; Matching (statistics); Vertex (graph theory); Degree (music); Probabilistic logic; Circle packing; Discrete mathematics; Graph
