main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0002-0608-0801,W2501641028,Practical Application of OFN Arithmetics in a Crisis Control Center Monitoring,2016,2016-01-01,https://doi.org/10.1007/978-3-319-40132-4_4,book-chapter,29,Studies in computational intelligence,Fuzzy Systems and Optimization; Fuzzy Logic and Control Systems; Hydrological Forecasting Using AI,Jacek M. Czerniak; Wojciech T. Dobrosielski; Łukasz Apiecionek; Marcin Paprzycki,0000-0001-9848-7192; 0000-0001-7756-4259; 0000-0003-4565-5505; 0000-0002-8069-2152,4,,Notation; Fuzzy logic; Arithmetic; Center (category theory); Benchmark (surveying); Mathematics; Observer (physics); Computer science; Algebra over a field; Discrete mathematics; Artificial intelligence; Pure mathematics; Cartography; Geography
0000-0002-0608-0801,W46747942,Approach to Solve a Criteria Problem of the ABC Algorithm Used to the WBDP Multicriteria Optimization,2014,2014-09-23,https://doi.org/10.1007/978-3-319-11313-5_12,book-chapter,29,Advances in intelligent systems and computing,Mechanical and Thermal Properties Analysis; Transport and Logistics Innovations; Induction Heating and Inverter Technology,Jacek M. Czerniak; Hubert Zarzycki,0000-0001-9848-7192; 0000-0003-2314-6152,2,,Correctness; Benchmark (surveying); Computer science; Mathematical optimization; Algorithm; Optimization problem; Object (grammar); Mathematics; Artificial intelligence
0000-0002-0608-0801,W2412101649,The CutMAG as a New Hybrid Method for Multi-edge Grinder Design Optimisation,2015,2015-10-23,https://doi.org/10.1007/978-3-319-26211-6_28,book-chapter,27,Advances in intelligent systems and computing,Advanced machining processes and optimization; Manufacturing Process and Optimization; Mineral Processing and Grinding,Jacek M. Czerniak; Marek Macko,0000-0001-9848-7192; 0000-0002-8743-6602,2,,Fitness function; Pulverizer; Computer science; Enhanced Data Rates for GSM Evolution; Set (abstract data type); Population; Genetic algorithm; Process (computing); Function (biology); Mathematical optimization; Mechatronics; Algorithm; Artificial intelligence; Engineering; Mathematics; Machine learning; Mechanical engineering
0000-0002-0608-0801,W2465952769,Proposed CAEva Simulation Method for Evacuation of People from a Buildings on Fire,2015,2015-10-23,https://doi.org/10.1007/978-3-319-26211-6_27,book-chapter,20,Advances in intelligent systems and computing,Evacuation and Crowd Dynamics; Traffic control and management; Vehicular Ad Hoc Networks (VANETs),Jacek M. Czerniak; Łukasz Apiecionek; Hubert Zarzycki,0000-0001-9848-7192; 0000-0003-4565-5505; 0000-0003-2314-6152,3,,Unavailability; Computer science; Architectural engineering; Fire brigade; Risk analysis (engineering); Operations research; Computer security; Forensic engineering; Engineering; Business; Reliability engineering; Aeronautics
0000-0002-0608-0801,W2472927086,A New MGlaber Approach as an Example of Novel Artificial Acari Optimization,2016,2016-01-01,https://doi.org/10.1007/978-3-319-34099-9_42,book-chapter,16,Communications in computer and information science,Insect Pheromone Research and Control; Insect and Arachnid Ecology and Behavior,Jacek M. Czerniak,0000-0001-9848-7192,1,,Acari; Hatching; Genetic algorithm; Convergence (economics); Computer science; Mathematics; Biology; Mathematical optimization; Zoology; Ecology
0000-0002-0608-0801,W2490944026,Optimization of Fuel Consumption in Firefighting Water Capsule Flights of a Helicopter,2016,2016-01-01,https://doi.org/10.1007/978-3-319-40132-4_3,book-chapter,13,Studies in computational intelligence,Aerospace Engineering and Applications; Robotic Path Planning Algorithms; Aerospace and Aviation Technology,Jacek M. Czerniak; Grzegorz Śmigielski; Wojciech T. Dobrosielski; Łukasz Apiecionek,0000-0001-9848-7192; 0000-0003-3781-0894; 0000-0001-7756-4259; 0000-0003-4565-5505,4,,Aerodynamics; Fuel efficiency; Firefighting; Marine engineering; Aerospace engineering; Aeronautics; Capsule; Environmental science; Computational fluid dynamics; Trajectory; Automotive engineering; Meteorology; Simulation; Computer science; Engineering; Geology; Physics; Geography; Cartography
0000-0002-0608-0801,W3037946388,The Proposal of Fuzzy Observation and Detection of Massive Data DDOS Attack Threat,2020,2020-06-25,https://doi.org/10.1007/978-3-030-47024-1_34,book-chapter,15,Advances in intelligent systems and computing,Network Security and Intrusion Detection; Advanced Data Processing Techniques; Fuzzy Logic and Control Systems,Hubert Zarzycki; Łukasz Apiecionek; Jacek M. Czerniak,0000-0003-2314-6152; 0000-0003-4565-5505; 0000-0001-9848-7192,3,,Denial-of-service attack; Computer science; Notation; Network packet; Application layer DDoS attack; Trinoo; Computer security; Computer network; The Internet; World Wide Web
0000-0002-0608-0801,W2753523534,OFNBee Method Used for Solving a Set of Benchmarks,2017,2017-08-29,https://doi.org/10.1007/978-3-319-66824-6_3,book-chapter,13,Advances in intelligent systems and computing,Fuzzy Systems and Optimization; Fuzzy Logic and Control Systems; Advanced Data Processing Techniques,Jacek M. Czerniak; Hubert Zarzycki,0000-0001-9848-7192; 0000-0003-2314-6152,2,,Computer science; Set (abstract data type); Mathematical optimization; Optimization algorithm; Particle swarm optimization; Swarm intelligence; Algorithm; Artificial intelligence; Mathematics; Programming language
0000-0002-0608-0801,W4213182460,A Comparative Study of Two Nature-Inspired Algorithms for Routing Optimization,2022,2022-01-01,https://doi.org/10.1007/978-3-030-95929-6_17,book-chapter,11,Lecture notes in networks and systems,Metaheuristic Optimization Algorithms Research; Optimization and Packing Problems; Vehicle Routing Optimization Methods,Hubert Zarzycki; Piotr Kardasz,0000-0003-2314-6152; 0000-0002-8475-9131,2,,Computer science; Ant colony optimization algorithms; Point (geometry); Mathematical optimization; Algorithm; Artificial intelligence; Mathematics
0000-0002-0608-0801,W4213266620,Certain Aspects of the OFNBee Algorithm Operation for Different Fuzzifiers,2022,2022-01-01,https://doi.org/10.1007/978-3-030-95929-6_19,book-chapter,8,Lecture notes in networks and systems,Advanced Scientific Research Methods; Fuzzy Logic and Control Systems; Multi-Criteria Decision Making,Jacek M. Czerniak,0000-0001-9848-7192,1,,Computer science; Fuzzy logic; Notation; Algorithm; Arithmetic; Mathematics; Artificial intelligence
0000-0002-0608-0801,W2757102037,The Cellular Automata Theory with Fuzzy Numbers in Simulation of Real Fires in Buildings,2017,2017-09-26,https://doi.org/10.1007/978-3-319-65545-1_16,book-chapter,11,Advances in intelligent systems and computing,Evacuation and Crowd Dynamics,Łukasz Apiecionek; Hubert Zarzycki; Jacek M. Czerniak; Wojciech T. Dobrosielski,0000-0003-4565-5505; 0000-0003-2314-6152; 0000-0001-9848-7192; 0000-0001-7756-4259,4,,Unavailability; Cellular automaton; Computer science; Fuzzy logic; Automaton; Extension (predicate logic); Accident (philosophy); Artificial intelligence; Reliability engineering; Engineering; Programming language
0000-0002-0608-0801,W2546225655,NEW QoS CONCEPT for Protecting Network Resources,2016,2016-10-27,https://doi.org/10.1007/978-3-319-47274-4_28,book-chapter,7,Advances in intelligent systems and computing,Network Security and Intrusion Detection; Cybersecurity and Information Systems; Advanced Data Processing Techniques,Łukasz Apiecionek; Jacek M. Czerniak,0000-0003-4565-5505; 0000-0001-9848-7192,2,,Denial-of-service attack; Computer science; Computer security; Quality of service; Computer network; Network Access Protection; Network administrator; Network security; Block (permutation group theory); World Wide Web; The Internet
0000-0002-0608-0801,W3192065934,Use of OFN in the Short-Term Prediction of Exchange Rates,2021,2021-01-01,https://doi.org/10.1007/978-3-030-77716-6_25,book-chapter,6,Advances in intelligent systems and computing,Time Series Analysis and Forecasting; Complex Systems and Time Series Analysis; Stock Market Forecasting Methods,Hubert Zarzycki; Wojciech T. Dobrosielski; Jacek M. Czerniak,0000-0003-2314-6152; 0000-0001-7756-4259; 0000-0001-9848-7192,3,,Currency; Notation; Exchange rate; Computer science; Term (time); Similarity (geometry); Sequence (biology); Frame (networking); Econometrics; Mathematics; Artificial intelligence; Linguistics; Arithmetic; Finance; Economics
0000-0002-0608-0801,W2752676855,The Novel Shape Normalization Operator for Fuzzy Numbers in OFN Notation,2017,2017-09-01,https://doi.org/10.1007/978-3-319-66830-7_49,book-chapter,6,Advances in intelligent systems and computing,Fuzzy Logic and Control Systems; Advanced Scientific Research Methods; Fuzzy Systems and Optimization,Jacek M. Czerniak,0000-0001-9848-7192,1,,Notation; Normalization (sociology); Operator (biology); Computer science; Algebra over a field; Arithmetic; Algorithm; Interpretation (philosophy); Fuzzy logic; Theoretical computer science; Calculus (dental); Mathematics; Artificial intelligence; Programming language; Pure mathematics
0000-0002-0608-0801,W4387813841,Review of Fuzzification Functionals Dedicated to OFN,2023,2023-01-01,https://doi.org/10.1007/978-3-031-45069-3_6,book-chapter,1,Lecture notes in networks and systems,Fuzzy Systems and Optimization; Advanced Scientific Research Methods; Fuzzy Logic and Control Systems,Jacek M. Czerniak; Jan Baumgart,0000-0001-9848-7192; 0000-0003-1114-626X,2,,Defuzzification; Fuzzy set; Fuzzy logic; Fuzzy number; Type-2 fuzzy sets and systems; Computer science; Natural (archaeology); Membership function; Fuzzy mathematics; Set (abstract data type); Natural number; Fuzzy set operations; Theoretical computer science; Arithmetic; Mathematics; Discrete mathematics; Artificial intelligence; Programming language; Geography
0000-0002-0608-0801,W2753295606,Fuzzy Logic Load Balancing for Cloud Architecture Network - A Simulation Test,2017,2017-08-31,https://doi.org/10.1007/978-3-319-66830-7_5,book-chapter,3,Advances in intelligent systems and computing,Advanced Data Processing Techniques; Cloud Computing and Resource Management; Cybersecurity and Information Systems,Łukasz Apiecionek; Jacek M. Czerniak; Wojciech T. Dobrosielski,0000-0003-4565-5505; 0000-0001-9848-7192; 0000-0001-7756-4259,3,,Computer science; Cloud computing; Load balancing (electrical power); Architecture; Fuzzy logic; Distributed computing; Server; Dismissal; Resource (disambiguation); Artificial intelligence; Operating system; Computer network; Mathematics
0000-0002-0608-0801,W3037252940,Application of OFN Numbers in the Artificial Duroc Pigs Optimization (ADPO) Method,2020,2020-06-25,https://doi.org/10.1007/978-3-030-47024-1_31,book-chapter,3,Advances in intelligent systems and computing,Multi-Criteria Decision Making; Fuzzy Logic and Control Systems; Fuzzy Systems and Optimization,Jacek M. Czerniak; Hubert Zarzycki; Piotr Augustyn,0000-0001-9848-7192; 0000-0003-2314-6152; 0000-0002-0752-3010,3,,Metaheuristic; Herd; Benchmark (surveying); Computer science; Notation; Artificial intelligence; Mathematical optimization; Mathematics; Arithmetic; Biology; Ecology; Geography
0000-0002-0608-0801,W3038016122,Application of the New FAAO Metaheuristics in Modeling and Simulation of the Search for the Optimum of a Function with Many Extremes,2020,2020-06-25,https://doi.org/10.1007/978-3-030-47024-1_30,book-chapter,2,Advances in intelligent systems and computing,Fuzzy Logic and Control Systems; Multi-Criteria Decision Making; Metaheuristic Optimization Algorithms Research,Jacek M. Czerniak; Hubert Zarzycki; Piotr Augustyn,0000-0001-9848-7192; 0000-0003-2314-6152; 0000-0002-0752-3010,3,,Metaheuristic; Computer science; Function (biology); Artificial intelligence; Biology
0000-0002-0608-0801,W2760047497,New Proposal of Fuzzy Observation of DDoS Attack,2017,2017-09-26,https://doi.org/10.1007/978-3-319-65545-1_22,book-chapter,1,Advances in intelligent systems and computing,Network Security and Intrusion Detection; Fuzzy Logic and Control Systems; Fuzzy Systems and Optimization,Łukasz Apiecionek; Jacek M. Czerniak; Wojciech T. Dobrosielski,0000-0003-4565-5505; 0000-0001-9848-7192; 0000-0001-7756-4259,3,,Denial-of-service attack; Application layer DDoS attack; Computer science; Network packet; Fuzzy logic; Computer security; Computer network; Server; Block (permutation group theory); The Internet; Artificial intelligence; World Wide Web; Mathematics
0000-0002-0608-0801,W3191062120,OFNBee Method Applied for Solution of Problems with Multiple Extremes,2021,2021-01-01,https://doi.org/10.1007/978-3-030-77716-6_9,book-chapter,1,Advances in intelligent systems and computing,Metaheuristic Optimization Algorithms Research; Fuzzy Logic and Control Systems; Cybersecurity and Information Systems,Jacek M. Czerniak; Marcin Paprzycki,0000-0001-9848-7192; 0000-0002-8069-2152,2,,Computer science; Mathematical optimization; Asset (computer security); Personalization; Swarm intelligence; Fuzzy logic; Subject (documents); Algorithm; Artificial intelligence; Particle swarm optimization; Mathematics
0000-0002-0608-0801,W2757455457,Effective Search of Proteins in the DNA Code,2017,2017-09-26,https://doi.org/10.1007/978-3-319-65545-1_25,book-chapter,0,Advances in intelligent systems and computing,Machine Learning in Bioinformatics; RNA and protein synthesis mechanisms; Algorithms and Data Compression,Hubert Zarzycki; Wojciech T. Dobrosielski; Łukasz Apiecionek,0000-0003-2314-6152; 0000-0001-7756-4259; 0000-0003-4565-5505,3,,RNA splicing; Genome; Genetic code; Computer science; DNA; Computational biology; Transcription (linguistics); Gene; Human genome; RNA; Code (set theory); Biology; Genetics; Programming language
0000-0002-0608-0801,W3037095577,Laboratory Prototype of Hybrid Systems for Waste Weighing as a New Benchmark for Optimizing Metaheuristics,2020,2020-06-25,https://doi.org/10.1007/978-3-030-47024-1_32,book-chapter,0,Advances in intelligent systems and computing,Wireless Sensor Networks for Data Analysis; Transportation Systems and Safety; Sensor Technology and Measurement Systems,Jacek M. Czerniak; Łukasz Apiecionek,0000-0001-9848-7192; 0000-0003-4565-5505,2,,Benchmark (surveying); Metaheuristic; Computer science; Swarm intelligence; Task (project management); Key (lock); Hybrid system; Function (biology); Systems engineering; Particle swarm optimization; Artificial intelligence; Machine learning; Engineering; Operating system
0000-0002-0608-0801,W3195093995,Ordered Fuzzy Numbers for IoT Smart Home Solution,2021,2021-01-01,https://doi.org/10.1007/978-3-030-77716-6_26,book-chapter,0,Advances in intelligent systems and computing,IoT-based Smart Home Systems; IoT and Edge/Fog Computing; Water Quality Monitoring Technologies,Łukasz Apiecionek; Wojciech T. Dobrosielski,0000-0003-4565-5505; 0000-0001-7756-4259,2,,Internet of Things; Home automation; Computer science; Fuzzy logic; Computer security; Artificial intelligence; Telecommunications
0000-0002-0608-0801,W4213002713,Method for Multiplication Transmission Interfaces,2022,2022-01-01,https://doi.org/10.1007/978-3-030-95929-6_21,book-chapter,0,Lecture notes in networks and systems,Cybersecurity and Information Systems; Advanced Data Processing Techniques,Łukasz Apiecionek; Maciej T. Tomczak,0000-0003-4565-5505; 0000-0001-5956-0115,2,,Popularity; Mobile device; Transmission (telecommunications); Computer science; Telecommunications; The Internet; Computer security; World Wide Web
0000-0002-0608-0801,W4213118685,A Hybrid System for Intelligent Waste Measurement,2022,2022-01-01,https://doi.org/10.1007/978-3-030-95929-6_20,book-chapter,0,Lecture notes in networks and systems,Intuitionistic Fuzzy Systems Applications; Economic and Technological Systems Analysis; Information Systems and Technology Applications,Łukasz Apiecionek; Maciej T. Tomczak,0000-0003-4565-5505; 0000-0001-5956-0115,2,,Reuse; Waste management; Process (computing); Control (management); Engineering; Environmental economics; Process engineering; Risk analysis (engineering); Computer science; Business
0000-0002-0608-0801,W4387813607,Optimizing the Operation of a Wireless Sensor Network Using a Swarm Intelligence Algorithm,2023,2023-01-01,https://doi.org/10.1007/978-3-031-45069-3_31,book-chapter,0,Lecture notes in networks and systems,Metaheuristic Optimization Algorithms Research; Energy Efficient Wireless Sensor Networks; Evolutionary Algorithms and Applications,Hubert Zarzycki; Łukasz Apiecionek; Jacek M. Czerniak,0000-0003-2314-6152; 0000-0003-4565-5505; 0000-0001-9848-7192,3,,Wireless sensor network; Swarm intelligence; Computer science; Wireless; Task (project management); Energy consumption; Swarm behaviour; Algorithm; Computational intelligence; Energy (signal processing); Real-time computing; Particle swarm optimization; Artificial intelligence; Engineering; Computer network; Mathematics; Telecommunications; Electrical engineering
0000-0002-0608-0801,W4387813822,Fuzzy Mechanism for Data Transmission Adaptation,2023,2023-01-01,https://doi.org/10.1007/978-3-031-45069-3_26,book-chapter,0,Lecture notes in networks and systems,Cybersecurity and Information Systems; Mathematical Control Systems and Analysis; Advanced Data Processing Techniques,Łukasz Apiecionek; Jacek M. Czerniak; Jan Baumgart,0000-0003-4565-5505; 0000-0001-9848-7192; 0000-0003-1114-626X,3,,Computer science; Data transmission; Mechanism (biology); Transmission (telecommunications); Transmission Control Protocol; Adaptation (eye); Protocol (science); Path (computing); Stability (learning theory); Artificial intelligence; Computer network; Distributed computing; Machine learning; Telecommunications; Neuroscience
0000-0002-0608-0801,W4409715126,COMPARISON OF REMOTE AND FACE-TO-FACE OSTEOARTHRITIS MANAGEMENT PROGRAMS (COASTAL): PROTOCOL FOR A RANDOMISED IMPLEMENTATION TRIAL,2025,2025-04-01,https://doi.org/10.1016/j.joca.2025.02.248,article,0,Osteoarthritis and Cartilage,Dental Research and COVID-19; Delphi Technique in Research; Telemedicine and Telehealth Implementation,Jocelyn L. Bowden; Jillian Eyles; Vicky Duong; Shiwen Yuan; Stephen P. Messier; Elena Losina; Julie Lévesque; Andrew M. Briggs; Michelle M. Dowsey; Nicole Rankin; Christian J. Barton; Leticia A. Deveza; Kevin Cheng; Daniel Richardson; Blake F. Dear; David J. Hunter,0000-0002-0340-0232; 0000-0002-1625-8490; 0000-0002-4450-8194; 0000-0002-0919-6252; 0000-0002-7033-8459; 0000-0002-3424-0892; 0000-0003-4813-3649; 0000-0002-6736-3098; 0000-0002-9708-5308; 0000-0002-0715-1405; 0000-0002-2489-5350; 0000-0002-2766-7142; 0000-0003-0745-6695; 0000-0003-0955-6307; 0000-0001-9324-3092; 0000-0002-7085-8729,16,,Protocol (science); Osteoarthritis; Face (sociological concept); Medicine; Treatment protocol; Physical therapy; Physical medicine and rehabilitation; Alternative medicine; Surgery; Pathology
0000-0002-0608-0801,W4412489795,Protocol for the comparison of remote versus face-to-face osteoarthritis management programs (COASTAL): A randomized implementation trial,2025,2025-07-08,https://doi.org/10.1016/j.ocarto.2025.100647,article,0,Osteoarthritis and Cartilage Open,Osteoarthritis Treatment and Mechanisms; Musculoskeletal pain and rehabilitation; Clinical practice guidelines implementation,Shiwen Yuan; Jocelyn L. Bowden; Jillian Eyles; Vicky Duong; Stephen P. Messier; Elena Losina; Jean‐Frédéric Lévesque; Andrew M. Briggs; Michelle M. Dowsey; Leticia A. Deveza; Nicole Rankin; Christian J. Barton; Blake F. Dear; Kevin Cheng; Daniel Richardson; V. Venkatesha; David J. Hunter,0000-0002-0919-6252; 0000-0002-0340-0232; 0000-0002-1625-8490; 0000-0002-4450-8194; 0000-0002-7033-8459; 0000-0002-3424-0892; 0000-0002-5418-8593; 0000-0002-6736-3098; 0000-0002-9708-5308; 0000-0002-2766-7142; 0000-0002-0715-1405; 0000-0002-2489-5350; 0000-0001-9324-3092; 0000-0003-0745-6695; 0000-0003-0955-6307; 0000-0002-2799-2535; 0000-0003-3197-752X,17,,Randomized controlled trial; Medicine; Psychological intervention; Physical therapy; Telehealth; Protocol (science); Telemedicine; Health care; Nursing; Alternative medicine; Surgery
0000-0002-0608-0801,W4415752188,The Use of PerceptronOFN to Implement Logical Functors,2025,2025-10-31,https://doi.org/10.1007/978-3-031-99178-3_8,book-chapter,0,Lecture notes in networks and systems,,Jacek M. Czerniak; Wojciech T. Dobrosielski; Jan Baumgart,0000-0001-9848-7192; 0000-0001-7756-4259; 0000-0003-1114-626X,3,,
0000-0002-0608-0801,W4415752195,Use of Order Fuzzy Numbers in a Fuzzy Logic Control System,2025,2025-10-31,https://doi.org/10.1007/978-3-031-99178-3_24,book-chapter,0,Lecture notes in networks and systems,,Jacek M. Czerniak,0000-0001-9848-7192,1,,
0000-0003-0015-9348,W2048219795,Minimal pairs of convex compact sets,1994,1994-08-01,https://doi.org/10.1007/bf01189892,article,45,Archiv der Mathematik,Optimization and Variational Analysis; Functional Equations Stability Results; Advanced Banach Space Theory,,,0,,Mathematics; Regular polygon; Combinatorics; Pure mathematics; Geometry
0000-0003-0015-9348,W1991601695,Reduction of finite exhausters,2009,2009-05-25,https://doi.org/10.1007/s10898-009-9444-9,article,17,Journal of Global Optimization,Optimization and Variational Analysis; Advanced Optimization Algorithms Research; Iterative Methods for Nonlinear Equations,Diethard Pallaschke,0000-0002-1812-2597,1,,Mathematics; Generalization; Sublinear function; Function (biology); Set (abstract data type); Finite set; Discrete mathematics; Regular polygon; Pigeonhole principle; Combinatorics; Mathematical analysis; Computer science
0000-0003-0015-9348,W974435863,Minimal pairs of bounded closed convex sets,1997,1997-01-01,,article,18,Studia Mathematica,Optimization and Variational Analysis; Functional Equations Stability Results; Advanced Topology and Set Theory,,,0,,Mathematics; Bounded function; Regular polygon; Closed set; Combinatorics; Pure mathematics; Convex set; Subderivative; Discrete mathematics; Mathematical analysis; Convex optimization; Geometry
0000-0003-0015-9348,W2995858278,Order cancellation law in the family of bounded convex sets,2019,2019-12-19,https://doi.org/10.1007/s10898-019-00865-z,article,6,Journal of Global Optimization,Optimization and Variational Analysis; Nonlinear Differential Equations Analysis; Functional Equations Stability Results,,,0,,Mathematics; Bounded function; Regular polygon; Order (exchange); Convex set; Subderivative; Discrete mathematics; Combinatorics; Applied mathematics; Convex optimization; Mathematical analysis
0000-0003-0015-9348,W1979361426,Reduction of Weak Exhausters and Optimality Conditions via Reduced Weak Exhausters,2014,2014-07-28,https://doi.org/10.1007/s10957-014-0592-9,article,8,Journal of Optimization Theory and Applications,Numerical methods in inverse problems; Optimization and Variational Analysis; Nonlinear Partial Differential Equations,Mahide Küçük; Yalçın Küçük; İlknur Atasever Güvenç; Didem Tozkan; Mustafa Soyertem,0000-0002-7156-1775; 0000-0002-4758-4483; 0000-0003-0952-1024; 0000-0001-5244-5544; 0000-0003-4158-1713,5,,Subderivative; Mathematics; Theory of computation; Function (biology); Zero (linguistics); Weak formulation; Homogeneous; Mathematical analysis; Combinatorics; Geometry; Regular polygon; Algorithm; Convex optimization
0000-0003-0015-9348,W3198128457,Minkowski-Radstrom-Hormander Cone,2014,2014-01-01,,article,4,,Point processes and geometric inequalities,Mahide Küçük; Yalçın Küçük,0000-0002-7156-1775; 0000-0002-4758-4483,2,,Minkowski space; Cone (formal languages); Mathematics; Geology; Geometry; Algorithm
0000-0003-0015-9348,W2208982686,Demyanov Difference in Infinite-Dimensional Spaces,2013,2013-09-25,https://doi.org/10.1007/978-1-4614-8615-2_2,book-chapter,4,Springer optimization and its applications,Fixed Point Theorems Analysis; Optimization and Variational Analysis; Advanced Banach Space Theory,Diethard Pallaschke,0000-0002-1812-2597,1,,Mathematics; Pure mathematics
0000-0003-0015-9348,W802495512,On common summands and anti-summands of compact convex sets,1999,1999-01-01,,article,7,Bulletin of The Polish Academy of Sciences Mathematics,Advanced Banach Space Theory; Optimization and Variational Analysis,,,0,,Mathematics; Regular polygon; Pure mathematics; Topology (electrical circuits); Combinatorics; Geometry
0000-0003-0015-9348,W2052455524,Commutative semigroups with cancellation law: a representation theorem,2011,2011-07-26,https://doi.org/10.1007/s00233-011-9327-5,article,5,Semigroup Forum,semigroups and automata theory; Mathematics and Applications; graph theory and CDMA systems,Diethard Pallaschke,0000-0002-1812-2597,1,,Mathematics; Commutative property; Algebra over a field; Representation (politics); Semigroup; Pure mathematics; Commutative ring; Law; Discrete mathematics; Political science
0000-0003-0015-9348,W2301195675,Reduced Pairs of Compact Convex Sets and Ordered Median Functions,2016,2016-01-28,https://doi.org/10.1007/s10957-015-0860-3,article,2,Journal of Optimization Theory and Applications,Point processes and geometric inequalities; Optimization and Variational Analysis; Advanced Optimization Algorithms Research,Diethard Pallaschke,0000-0002-1812-2597,1,,Mathematics; Sublinear function; Polytope; Function (biology); Combinatorics; Regular polygon; Discrete mathematics; Pure mathematics; Geometry
0000-0003-0015-9348,W2802994641,Reduced and Minimally Convex Pairs of Sets,2018,2018-01-01,,article,2,Journal of convex analysis,Optimization and Variational Analysis; Limits and Structures in Graph Theory; Advanced Graph Theory Research,Diethard Pallaschke,0000-0002-1812-2597,1,,Mathematics; Regular polygon; Combinatorics; Geometry
0000-0003-0015-9348,W2587659637,A Note on the Dual of the Minkowski-Radström-Hörmander Lattice,2010,2010-01-01,,article,1,Pacific Journal of Optimization,Mathematical Analysis and Transform Methods; advanced mathematical theories; Advanced Algebra and Logic,Diethard Pallaschke,0000-0002-1812-2597,1,,Minkowski space; Dual (grammatical number); Lattice (music); Mathematics; Pure mathematics; Physics; Mathematical physics; Philosophy; Linguistics
0000-0003-0015-9348,W2062602350,On inclusion and summands of bounded closed convex sets,2005,2005-02-18,https://doi.org/10.1007/s10474-005-0020-6,article,3,Acta Mathematica Academiae Scientiarum Hungaricae,Optimization and Variational Analysis; Advanced Optimization Algorithms Research; Fuzzy and Soft Set Theory,,,0,,Mathematics; Bounded function; Emphasis (telecommunications); Coset; Regular polygon; Inclusion (mineral); Pure mathematics; Type (biology); Combinatorics; Discrete mathematics; Algebra over a field; Mathematical analysis; Computer science; Sociology; Geometry
0000-0003-0015-9348,W1588452050,Minkowski difference and Sallee elements in an ordered semigroup,2007,2007-01-01,,article,0,Annales Societatis Mathematicae Polonae. Seria 1: Commentationes Mathematicae,Point processes and geometric inequalities; Functional Equations Stability Results; Advanced Banach Space Theory,,,0,,Semigroup; Mathematics; Minkowski space; Pure mathematics; Geometry
0000-0003-0015-9348,W1973743958,A Geometric Representation of the Morse Fan,2004,2004-11-01,https://doi.org/10.1007/s10898-004-8275-y,article,0,Journal of Global Optimization,Advanced Numerical Analysis Techniques; Mathematics and Applications; Advanced Vision and Imaging,,,0,,Mathematics; Morse code; Representation (politics); Geometry; Pure mathematics; Computer science
0000-0003-0015-9348,W2069737250,Affine straight lines in family of bounded closed convex sets,2004,2004-06-01,https://doi.org/10.1007/bf02872873,article,0,Rendiconti del Circolo Matematico di Palermo Series 2,Point processes and geometric inequalities; Computational Geometry and Mesh Generation; Optimization and Variational Analysis,,,0,,Bounded function; Affine transformation; Regular polygon; Mathematics; Combinatorics; Pure mathematics; Geometry; Mathematical analysis
0000-0003-0015-9348,W2735673447,Decomposition of the polyhedron from Durer's Melencolia I and minimal pairs of compact convex sets,2008,2008-01-01,,article,0,Optimization,Mathematics and Applications; Point processes and geometric inequalities; Computational Geometry and Mesh Generation,Diethard Pallaschke,0000-0002-1812-2597,1,,Mathematics; Polyhedron; Regular polygon; Combinatorics; Decomposition; Convex polytope; Convex analysis; Convex optimization; Geometry; Chemistry
0000-0003-0015-9348,W2786645261,Energy exchange between the atmosphere and the underlying ground as a basis for an analysis of the functioning of the environment,1986,1986-01-01,,article,0,Geographia Polonia,Advanced Power Generation Technologies; Mining and Gasification Technologies; Environmental and Industrial Safety,,,0,,Atmosphere (unit); Energy exchange; Energy (signal processing); Basis (linear algebra); Environmental science; Meteorology; Atmospheric sciences; Geology; Physics; Mathematics; Statistics
0000-0003-0015-9348,W4414482633,Maximal Demyanov difference,2025,2025-09-23,https://doi.org/10.1080/02331934.2025.2561047,article,0,Optimization,Distributed Control Multi-Agent Systems; Gene Regulatory Network Analysis; Diffusion and Search Dynamics,,,0,,
0000-0003-0015-9348,W46803852,Separation of Finitely Many Convex Sets and Data Pre-classification,2014,2014-01-01,https://doi.org/10.1007/978-1-4939-0808-0_9,book-chapter,0,,Face and Expression Recognition; Medical Image Segmentation Techniques; Rough Sets and Fuzzy Logic,Manlio Gaudioso; Diethard Pallaschke,0000-0002-3022-7041; 0000-0002-1812-2597,2,,Regular polygon; Separation (statistics); Computer science; Mathematics; Combinatorics; Machine learning; Geometry
0000-0003-1045-122X,W2501091755,The Selberg class: a survey,1999,1999-12-31,https://doi.org/10.1515/9783110285581.953,book-chapter,79,,Social and Educational Sciences,Alberto Perelli,0000-0002-4677-2618,1,,Class (philosophy); Mathematics; Computer science; Artificial intelligence
0000-0003-1045-122X,W2552294678,On the structure,1999,1999-01-01,,article,77,,Advanced Algebra and Geometry; Advanced Topics in Algebra; Finite Group Theory Research,Alberto Perelli,0000-0002-4677-2618,1,,Computer science
